experiment_id,changed_factor,candidate_artifact,overall_rt_smape,segment_9_16_rt_smape,overall_rt_capped_smape,segment_9_16_rt_capped_smape,top10_tail_delta_mae,top10_tail_rt_smape,direction_accuracy,decision,reason
kfollow_001,tf_moving_average_plus_segment_local_enabled,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_KickoffFollowup_TFSegLocal_V1_20260605_204219,21.13906962195547,37.20937283864589,10.848896327066404,15.322575739247782,114.88672112937196,70.60331753240668,0.7928082191780822,REJECT,overall_rt_smape_delta=0.3466; segment_9_16_rt_smape_delta=0.8663; overall_rt_capped_smape_delta=-0.0578; segment_9_16_rt_capped_smape_delta=-0.1816; top10_tail_delta_mae_delta=-0.5473
kfollow_002,tf_moving_average_plus_pressure_plus_segment_local_enabled,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_KickoffFollowup_TFPressureSegLocal_V1_20260605_204630,21.08169716997676,36.89890060498112,10.869455786862387,15.391019565974071,114.80605770324658,70.67251727286484,0.7876712328767124,REJECT,overall_rt_smape_delta=0.2892; segment_9_16_rt_smape_delta=0.5558; overall_rt_capped_smape_delta=-0.0373; segment_9_16_rt_capped_smape_delta=-0.1132; top10_tail_delta_mae_delta=-0.6280
