experiment_id,changed_factor,candidate_artifact,overall_rt_smape,segment_9_16_rt_smape,overall_rt_capped_smape,segment_9_16_rt_capped_smape,top10_tail_delta_mae,top10_tail_rt_smape,direction_accuracy,decision,reason
sfam_001,tf_pressure_static_group_graph,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_Structural_TFPressureGraph_V1_20260605_190920,21.042644067065968,36.74429683210014,10.837912070258724,15.30439799223494,114.90799277455538,71.07631313481605,0.7901826484018265,REJECT,overall_rt_smape_delta=0.2501; segment_9_16_rt_smape_delta=0.4012; overall_rt_capped_smape_delta=-0.0688; segment_9_16_rt_capped_smape_delta=-0.1998; top10_tail_delta_mae_delta=-0.5261
sfam_002,tf_pressure_static_group_graph_plus_segment_local,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_Structural_TFPressureGraphSegLocal_V1_20260605_191052,20.92535284141111,36.43956728463803,10.86437578056224,15.343912688053305,115.36919493516972,71.08971790818322,0.7944063926940639,REJECT,overall_rt_smape_delta=0.1328; segment_9_16_rt_smape_delta=0.0965; overall_rt_capped_smape_delta=-0.0424; segment_9_16_rt_capped_smape_delta=-0.1603; top10_tail_delta_mae_delta=-0.0649
