experiment_id,changed_factor,candidate_artifact,point_baseline_artifact,full_year_rt_capped_smape,segment_9_16_rt_capped_smape,full_year_rt_smape,segment_9_16_rt_smape,top10_tail_rt_capped_smape,mean_interval_coverage,mean_interval_width,mean_spike_recall_topk,mean_spike_average_precision,mean_interval_brier_proxy,decision,reason
ppfam_001,tfpressure_quantile_interval,C:\Users\37813\.codex\worktrees\ce61\elec\outputs\RT916_SpikeMarketLab\experiments\SGDFNet_TFPressure_P1_QuantileInterval_V1_20260605_192057,outputs/RT916_SpikeMarketLab/experiments/SGDFNet_Followup_TFMovingAveragePlusPressure_V1_20260605_183728,10.866703809414268,15.373862445401615,20.877073413508953,36.37798347392037,39.34197730340724,0.7755637694145759,98.47225553266146,0.6711063520123332,0.632083527801395,0.04214896723334244,REJECT,point_overall_capped_delta=-0.0400; point_seg916_capped_delta=-0.1303; coverage_gain_vs_accepted_interval=0.0009; ap_gain_vs_accepted_interval=-0.0069; recall_gain_vs_accepted_interval=-0.0187; brier_proxy_gain_vs_accepted_interval=0.0004
ppfam_002,tfpressure_spike_probability,C:\Users\37813\.codex\worktrees\ce61\elec\outputs\RT916_SpikeMarketLab\experiments\SGDFNet_TFPressure_P2_SpikeProbability_V1_20260605_192300,outputs/RT916_SpikeMarketLab/experiments/SGDFNet_Followup_TFMovingAveragePlusPressure_V1_20260605_183728,10.866703809414268,15.373862445401615,20.877073413508953,36.37798347392037,39.34197730340724,0.7755637694145759,98.47225553266146,0.6711063520123332,0.632083527801395,0.04214896723334244,REJECT,point_overall_capped_delta=-0.0400; point_seg916_capped_delta=-0.1303; coverage_gain_vs_accepted_interval=0.0009; ap_gain_vs_accepted_interval=-0.0069; recall_gain_vs_accepted_interval=-0.0187; brier_proxy_gain_vs_accepted_interval=0.0004
