month,hour,segment,rows,rt_smape,rt_capped_smape,rt_mae,delta_mae,mean_abs_rt_actual,mean_abs_rt_error,mean_abs_delta,sign_error_rate,diagnosis_tag
2025-04,15,9_16,30,37.1804398292137,16.18842192687338,46.97688728224567,46.97688728224567,113.19200000000001,46.97688728224567,69.96700000000001,0.2,low-price denominator sensitivity
2025-04,16,9_16,30,50.70577325953353,14.528251927963584,52.8655257929709,52.8655257929709,156.15533333333332,52.8655257929709,82.058,0.2,smooth bias
2025-05,17,17_24,31,47.793601900409264,29.47900888534918,81.0227411713528,81.0227411713528,309.7758064516128,81.0227411713528,107.94193548387095,0.3225806451612903,sign error
2025-05,18,17_24,31,13.211059622840784,13.211059622840784,51.55618021957632,51.556180219576305,415.788064516129,51.55618021957632,52.67354838709679,0.22580645161290322,month-hour seasonal concentration
2025-05,19,17_24,31,8.262466440617859,8.262466440617859,36.24329455888406,36.24329455888405,468.6712903225806,36.24329455888406,52.75451612903226,0.3225806451612903,sign error
2025-05,20,17_24,31,6.1557603691186,6.1557603691186,28.534587882604374,28.534587882604377,471.75161290322575,28.534587882604374,59.168387096774204,0.0967741935483871,month-hour seasonal concentration
2025-05,21,17_24,31,6.0421660213817,6.0421660213817,29.09667274823593,29.096672748235928,479.0435483870968,29.09667274823593,57.896129032258074,0.12903225806451613,month-hour seasonal concentration
2025-05,22,17_24,31,5.611381006116524,5.611381006116524,24.69724076850393,24.697240768503935,473.20838709677435,24.69724076850393,60.102580645161304,0.12903225806451613,month-hour seasonal concentration
2025-05,23,17_24,31,4.658135041013308,4.658135041013308,21.3533931059521,21.353393105952097,459.7103225806452,21.3533931059521,54.502580645161295,0.22580645161290322,month-hour seasonal concentration
2025-05,24,17_24,31,6.809112595782079,6.809112595782079,27.497466522797026,27.497466522797033,450.3029032258065,27.497466522797026,46.21129032258065,0.16129032258064516,month-hour seasonal concentration
2025-05,1,1_8,31,10.651257715778856,10.651257715778856,57.81152261813115,57.81152261813116,464.45064516129037,57.81152261813115,52.79451612903226,0.45161290322580644,sign error
2025-05,2,1_8,31,13.874952634385863,13.874952634385863,48.949916151929465,48.949916151929465,430.8183870967742,48.949916151929465,40.419032258064505,0.25806451612903225,month-hour seasonal concentration
2025-05,3,1_8,31,8.810442208130615,8.810442208130615,34.34297556960465,34.34297556960466,419.9974193548387,34.34297556960465,52.9916129032258,0.1935483870967742,month-hour seasonal concentration
2025-05,4,1_8,31,12.378680404676057,5.927067567194775,25.51754631817926,25.517546318179264,395.34806451612894,25.51754631817926,39.01,0.1935483870967742,month-hour seasonal concentration
2025-05,5,1_8,31,9.184703964781868,9.184703964781868,29.198075623212315,29.19807562321232,400.70870967741934,29.198075623212315,34.94451612903226,0.25806451612903225,month-hour seasonal concentration
2025-05,6,1_8,31,10.344269570967965,10.344269570967965,53.929519748226156,53.92951974822616,401.90935483870965,53.929519748226156,68.1841935483871,0.25806451612903225,month-hour seasonal concentration
2025-05,7,1_8,31,41.35955374233101,30.94314718572356,71.20606747144066,71.20606747144066,257.45645161290327,71.20606747144066,92.74258064516131,0.2903225806451613,sign error
2025-05,8,1_8,31,39.965438692246025,20.611722321005832,56.83389385053202,56.83389385053203,155.54354838709682,56.83389385053202,87.81645161290322,0.16129032258064516,low-price denominator sensitivity
