experiment_id,changed_factor,artifact_path,baseline_artifact,overall_rt_capped_smape,segment_9_16_rt_capped_smape,overall_rt_smape,segment_9_16_rt_smape,worst_month_9_16_capped_smape,hour_15_capped_smape,hour_14_capped_smape,hour_11_capped_smape,top10_tail_rt_capped_smape,decision,reason
SGDFNet_V2_J3_TF1_20260605_164407,TF1 moving-average residual features,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_V2_J3_TF1_20260605_164407,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_ProtocolB_A0_J2_ValSegmentBias_20260605_143230,10.843562843939626,15.298323635483852,20.937991535532365,36.663156705634265,25.717663530368423,17.284637768496037,12.901840145362948,12.832119415600536,39.213444404080114,REJECT,overall_delta=-0.0632; seg916_delta=-0.2059; worst_month_gain=-0.0035; hour15_gain=0.2431; avg141511_gain=0.1812; top10_gain=0.4655
