experiment_id,changed_factor,candidate_artifact,point_baseline_artifact,full_year_rt_capped_smape,segment_9_16_rt_capped_smape,full_year_rt_smape,segment_9_16_rt_smape,top10_tail_rt_capped_smape,decision,reason
ksgate_001,kickoff_selective_signed_tail_global_valgated,C:\Users\37813\.codex\worktrees\ce61\elec\outputs\RT916_SpikeMarketLab\experiments\SGDFNet_KickoffSelectiveGate_Global_V1_20260605_211123,outputs/RT916_SpikeMarketLab/experiments/SGDFNet_KickoffFollowup_TFPressureSegLocal_V1_20260605_204630,10.868656875613153,15.360632538242722,21.051102814386017,36.79208500787587,38.97349292365391,REJECT,overall_capped_gain=0.0381; seg916_capped_gain=0.1435; top10_tail_capped_gain=0.7054; raw_overall_delta=0.2586; raw_seg916_delta=0.4490
ksgate_002,kickoff_selective_signed_tail_916_valgated,C:\Users\37813\.codex\worktrees\ce61\elec\outputs\RT916_SpikeMarketLab\experiments\SGDFNet_KickoffSelectiveGate_916_V1_20260605_211323,outputs/RT916_SpikeMarketLab/experiments/SGDFNet_KickoffFollowup_TFPressureSegLocal_V1_20260605_204630,10.85930491507329,15.360566950606778,21.019748170057014,36.71305360522189,38.80263461818606,REJECT,overall_capped_gain=0.0474; seg916_capped_gain=0.1436; top10_tail_capped_gain=0.8763; raw_overall_delta=0.2272; raw_seg916_delta=0.3700
