candidate,full_year_rt_capped_smape,segment_9_16_rt_capped_smape,risk_hour_9_10_15_avg_capped_smape,hour_9_capped_smape,hour_10_capped_smape,hour_15_capped_smape,worst_month_9_16_capped_smape,segment_9_16_rt_smape,top10_tail_rt_capped_smape,normal_hour_capped_smape
frozen_landing_baseline,10.906743313696468,15.504180616043215,19.087101953299232,19.672823597375388,20.06077862452579,17.527703637996517,25.714153052159347,36.343056642225086,39.678897423463575,9.738120650896075
