experiment_id,changed_factor,candidate_artifact,overall_rt_smape,segment_9_16_rt_smape,overall_rt_capped_smape,segment_9_16_rt_capped_smape,top10_tail_delta_mae,top10_tail_rt_smape,direction_accuracy,decision,reason
egfam_001,error_gate_bias_on_tf_pressure,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_ErrorGate_TFPressure_V1_20260605_185951,22.21948326901537,38.94207425418871,11.880868791069949,16.72869991531379,118.61305371896496,72.88280815794123,0.7828767123287671,REJECT,overall_rt_smape_delta=1.4270; segment_9_16_rt_smape_delta=2.5990; overall_rt_capped_smape_delta=0.9741; segment_9_16_rt_capped_smape_delta=1.2245; top10_tail_delta_mae_delta=3.1790
egfam_002,combo_error_sign_gate_bias_on_tf_pressure,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_ErrorGateSign_TFPressure_V1_20260605_190230,23.028353699532467,40.31910372956386,12.345043678264949,17.23153723382913,105.769922269543,67.48021590351034,0.7845890410958904,REJECT,overall_rt_smape_delta=2.2358; segment_9_16_rt_smape_delta=3.9760; overall_rt_capped_smape_delta=1.4383; segment_9_16_rt_capped_smape_delta=1.7274; top10_tail_delta_mae_delta=-9.6641
