experiment_id,changed_factor,candidate_artifact,overall_rt_smape,segment_9_16_rt_smape,overall_rt_capped_smape,segment_9_16_rt_capped_smape,top10_tail_delta_mae,top10_tail_rt_smape,direction_accuracy,decision,reason
mhfam_001,month_hour_bias_risk_extended_on_tf_pressure,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_MonthHour_TFPressure_V1_20260605_185243,21.047844124679656,36.89029560743248,10.896322106011134,15.462717335192224,114.93630091006273,70.94327311087032,0.788013698630137,REJECT,overall_rt_smape_delta=0.2553; segment_9_16_rt_smape_delta=0.5472; overall_rt_capped_smape_delta=-0.0104; segment_9_16_rt_capped_smape_delta=-0.0415; top10_tail_delta_mae_delta=-0.4977
mhfam_002,month_hour_bias_risk_extended_on_tf_pressure_recent14,outputs\RT916_SpikeMarketLab\experiments\SGDFNet_MonthHour_TFPressureRecent14_V1_20260605_185423,21.163974459513405,37.23868661193373,10.917157744701925,15.525224251264584,114.88159720806158,70.94489699193598,0.7872146118721461,REJECT,overall_rt_smape_delta=0.3715; segment_9_16_rt_smape_delta=0.8956; overall_rt_capped_smape_delta=0.0104; segment_9_16_rt_capped_smape_delta=0.0210; top10_tail_delta_mae_delta=-0.5525
